FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,Age,G,PA,AB,R,H,2B,3B,HP,HR,RBI,SB,CS,BB,SO,GDP,SF,수비_필딩 RAA,수비_포지션 RAA,전체수비 RAA,oWAR,dWAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM PA,TEAM AB,TEAM R,TEAM H,TEAM 2B,TEAM 3B,TEAM HP,TEAM HR,TEAM RBI,TEAM SB,TEAM CS,TEAM BB,TEAM SO,TEAM GDP,TEAM SF,TEAM 수비_필딩 RAA,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM oWAR,TEAM dWAR,TEAM 연봉
2021,SK,오태곤,LF,우투,우타,8,신규,C,2020,29,94,258,234,36,64,12,1,7,5,35,15,6,13,47,6,0,3.96,-2.16,1.8,0.41,0.19,8300,고졸,,,,9,144,5502,4839,634,1212,177,17,69,143,595,81,45,511,981,112,34,-0.01,3.87,-10.2,8.09,-0.18,770800
2022,SSG,오태곤,LF,우투,우타,8,신규,C,2021,30,122,253,235,47,63,10,0,2,9,35,9,4,14,52,4,1,0.95,-3.42,-2.47,0.36,0.09,9500,고졸,,,,6,144,5736,4899,755,1278,204,13,94,185,712,100,43,636,1056,106,52,-11.21,8.62,-21.75,27.4,-0.52,962700
2023,SSG,오태곤,LF,우투,우타,8,신규,C,2022,31,130,295,263,48,61,14,1,9,4,23,11,4,15,68,3,3,5.61,-3.32,2.29,-0.11,0.58,10500,고졸,잔류,4,18,1,144,5642,4893,720,1245,242,18,95,138,682,98,39,530,1075,96,47,31.78,20.6,22.28,23.68,3.53,1191700
2024,SSG,오태곤,1B,우투,우타,,FA 1년차,,2023,32,123,305,272,37,65,14,1,4,7,28,20,1,18,67,6,3,-0.72,-4.62,-5.34,0.41,-0.07,10000,,,,,3,144,5630,4923,658,1279,229,16,78,125,611,96,28,507,943,89,45,-11.75,-17.27,-21.21,21.42,-1.24,815400
2014,롯데,용덕한,C,우투,우타,8,신규,A,2013,32,56,101,88,6,13,1,0,0,1,4,1,0,7,24,2,1,3.37,2.45,5.82,-0.81,0.6,6000,대졸,,,,5,128,4978,4289,556,1118,208,18,71,61,522,133,58,503,862,92,41,17.08,1.43,18.51,15.17,2.53,311900
2015,롯데,용덕한,C,우투,우타,8,신규,A,2014,33,59,92,82,13,25,5,0,1,1,11,0,1,3,22,4,3,1.62,2.14,3.76,0.21,0.14,6500,대졸,,,,7,128,5194,4487,716,1288,252,26,70,121,685,63,41,534,964,95,41,1.14,15.71,-6.57,16.88,0.1,510600
2016,KT,용덕한,C,우투,우타,8,신규,A,2015,34,91,157,140,12,34,6,0,4,1,13,2,1,8,26,2,0,9.52,3.69,13.21,-0.03,0.44,7500,대졸,,,,10,144,5605,4927,670,1344,221,15,58,129,633,124,52,507,1112,118,37,-42,-31.47,-50.22,11.8,-3.79,395000
2017,NC,용덕한,C,우투,우타,8,신규,A,2016,35,88,116,104,16,22,3,0,1,2,7,0,0,8,21,5,1,2.2,2.71,4.91,-0.34,0.19,8500,대졸,,,,2,144,5833,5007,857,1457,249,19,93,169,808,99,41,609,1023,133,52,6.4,-8.9,-3.55,24.47,0.57,723500
2018,은퇴,용덕한,,우투,우타,,FA 1년차,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LG,유강남,C,우투,우타,8,신규,A,2019,27,132,468,418,44,113,22,0,13,16,49,0,0,30,82,21,6,-0.16,10.63,10.47,3.43,-0.02,21000,고졸,,,,4,144,5536,4928,641,1316,233,15,77,94,604,108,47,434,962,117,48,11.94,14.3,3.53,20.38,1.23,745100
2021,LG,유강남,C,우투,우타,8,신규,A,2020,28,137,478,429,51,112,18,0,13,16,74,1,1,32,84,18,2,2.43,11.26,13.69,2.44,0.23,23000,고졸,,,,4,144,5681,4999,802,1384,253,29,75,149,760,83,39,509,969,115,49,3.39,0.85,-5.11,26.1,0.33,703800
2022,LG,유강남,C,우투,우타,8,신규,A,2021,29,130,441,397,39,100,16,0,14,11,60,2,0,25,75,11,2,-0.01,10.34,10.33,2.17,0,30000,고졸,,,,4,144,5533,4750,654,1188,210,11,94,110,621,92,34,592,926,102,45,15.39,5.93,6.34,20.58,1.28,610000
2023,LG,유강남,C,우투,우타,8,신규,A,2022,30,139,469,416,54,106,16,0,11,8,47,0,0,34,98,9,2,2.86,10.78,13.63,2.49,0.29,27000,고졸,이적,4,80,3,144,5627,4927,715,1325,208,33,103,118,674,102,46,501,924,109,46,21.98,24.7,13.13,28.62,2.26,784300
2024,롯데,유강남,C,우투,우타,,FA 1년차,,2023,31,121,403,352,45,92,13,0,8,10,55,1,1,37,64,13,4,0.03,8.4,8.43,2.33,0,60000,,,,,7,144,5576,4871,653,1289,231,19,51,69,608,101,42,522,1000,110,57,-32.72,-29.39,-42,17.11,-3.34,536460
2013,넥센,유한준,RF,우투,우타,8,신규,A,2012,31,74,274,246,22,59,11,1,2,3,25,3,1,19,36,11,1,1.9,-3.05,-1.15,0.55,-0.66,12500,대졸,,,,6,133,5021,4338,549,1056,189,28,72,102,509,179,72,476,892,79,43,48.92,-8.84,32.92,20.77,5.06,255800
2014,넥센,유한준,RF,우투,우타,8,신규,A,2013,32,97,344,298,37,81,13,0,4,7,40,4,3,37,48,7,2,-3.66,-1.72,-5.37,1.42,-0.56,11500,대졸,,,,4,128,5016,4295,646,1167,209,11,98,125,607,131,65,505,912,94,42,-8.74,-3.37,-12.11,24.92,0,235500
2015,넥센,유한준,RF,우투,우타,8,신규,A,2014,33,122,469,405,71,128,31,0,3,20,91,2,1,46,53,9,7,1.67,-3.83,-2.16,2.26,0.15,11500,대졸,,,,2,128,5163,4434,841,1323,275,31,101,199,786,100,44,523,849,100,40,13.97,24.65,6.97,27.85,1.24,367900
2016,넥센,유한준,RF,우투,우타,8,신규,A,2015,34,139,598,520,103,188,42,1,2,23,116,3,3,67,71,13,8,8.8,-3.64,5.16,5.52,0.81,28000,대졸,이적,4,60,4,144,5811,5069,904,1512,304,20,82,203,855,100,47,544,1098,112,55,14.64,28.04,4.52,30.43,1.44,529300
2017,KT,유한준,RF,우투,우타,4,FA 1년차,A,2016,35,110,460,408,70,137,22,0,2,14,64,4,1,47,40,10,3,-7.88,-5.14,-13.02,2.65,-0.7,60000,고졸,,,,10,144,5620,4963,672,1369,214,11,48,116,639,96,46,499,933,130,45,-54.62,-74.39,-63.91,6.52,-4.84,492000
2018,KT,유한준,RF,우투,우타,4,재자격,A,2017,36,133,497,445,52,136,19,0,2,13,68,0,2,45,59,10,3,-1.99,-5.41,-7.39,1.62,-0.18,60000,고졸,,,,10,144,5485,4937,655,1360,274,17,66,119,625,86,51,374,1017,118,45,-43.57,-32.55,-49.97,8.66,-4,494600
2019,KT,유한준,RF,우투,우타,4,재자격,A,2018,37,121,480,428,59,145,21,1,2,20,83,1,1,47,53,9,1,-4.84,-5.78,-10.63,3.4,-0.43,60000,고졸,,,,9,144,5605,5026,757,1382,264,13,46,206,721,80,57,464,1109,103,26,-2.41,-7.35,-12.03,16.22,-0.35,607700
2020,KT,유한준,RF,우투,우타,4,재자격,A,2019,38,139,562,501,61,159,19,1,4,14,86,3,0,52,61,20,5,-1.71,-10.55,-12.26,3.08,-0.18,60000,고졸,잔류,2,20,6,144,5582,4965,650,1375,187,20,52,103,615,104,44,475,975,113,45,36.35,39.04,26.31,21.52,3.72,514900
2021,KT,유한준,RF,우투,우타,,FA 1년차,,2020,39,119,428,386,48,108,17,0,0,11,64,0,0,40,51,9,1,1.09,-8.88,-7.79,0.63,0.1,50000,,,,,3,144,5762,5047,813,1432,238,21,52,163,767,106,50,554,1097,104,45,21.71,15.8,11.9,27.89,2.1,584000
2011,한화,이대수,SS,우투,우타,9,신규,A,2010,29,125,416,375,33,87,13,1,6,7,37,2,4,26,57,4,3,10.32,7.19,17.51,-0.51,2.32,8000,고졸,,,,8,,,,,,,,,,,,,,,,,,,,,,
2012,한화,이대수,SS,우투,우타,9,신규,A,2011,30,122,420,366,46,110,16,3,5,8,50,8,8,31,64,5,4,5.06,8.43,13.49,2.54,1.71,9000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,한화,이대수,SS,우투,우타,9,신규,A,2012,31,118,425,376,36,105,23,4,3,4,48,5,1,27,57,9,5,0.87,7.26,8.13,2.44,0.8,14000,고졸,,,,8,133,5057,4331,509,1077,208,12,61,71,479,107,53,538,907,102,27,-1.85,-8.82,-17.89,23.07,-2.79,339800
2014,한화,이대수,3B,우투,우타,9,신규,A,2013,32,122,448,390,54,100,23,2,6,4,42,11,4,38,88,10,3,1.87,5.12,6.99,1.34,0.65,14000,고졸,잔류,4,20,9,128,4915,4271,480,1106,212,13,80,47,448,70,49,479,933,140,30,-7.66,2.52,-5.15,14.72,-2.34,321700
2015,SK,이대수,3B,우투,우타,,FA 1년차,,2014,33,15,28,25,1,4,0,0,1,0,2,0,0,2,5,2,0,2.36,0.09,2.45,-0.11,0.1,35000,,,,,5,128,5082,4423,735,1285,245,22,72,115,696,139,46,447,926,92,49,8.13,9.44,0.35,15.79,0.21,489800
2011,LG,이대형,CF,좌투,좌타,9,신규,A,2010,27,130,568,494,73,129,14,2,2,1,43,66,21,58,76,3,1,-5.73,-1.94,-7.68,1.18,0.34,12000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2012,LG,이대형,CF,좌투,좌타,9,신규,A,2011,28,104,398,354,56,88,11,5,2,1,24,34,17,30,78,0,1,-1.16,-0.25,-1.41,0.13,0.76,14000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,LG,이대형,CF,좌투,좌타,9,신규,A,2012,29,101,291,258,32,46,4,4,1,1,19,25,3,25,53,5,1,-1.76,-1.06,-2.81,-0.81,-0.15,8500,고졸,,,,7,133,5180,4539,544,1184,212,18,53,59,512,140,57,458,857,107,50,-34.51,-4.59,-46.48,22.45,-5.68,345400
2014,LG,이대형,CF,좌투,좌타,9,신규,A,2013,30,102,204,177,36,42,5,1,1,1,10,13,9,19,45,1,2,-3.4,0.55,-2.85,-0.12,-0.1,8500,고졸,이적,4,24,3,128,4930,4287,615,1209,193,38,59,59,574,139,71,451,806,80,42,-14.07,2.68,-11.39,22.22,0.07,399500
2015,KIA,이대형,CF,좌투,좌타,4,FA 1년차,A,2014,31,126,505,461,75,149,15,9,2,1,40,22,15,35,57,5,2,-2.65,0,-2.65,1.57,-0.23,30000,고졸,,,,8,128,5023,4443,662,1279,246,27,62,121,631,121,63,416,870,95,35,-26.55,-9.84,-37.32,13.86,-2.36,424500
2016,KT,이대형,CF,좌투,좌타,4,재자격,A,2015,32,140,616,546,86,165,23,3,6,0,37,44,14,53,92,5,1,-10.22,-0.93,-11.15,1.74,-0.95,30000,고졸,,,,10,144,5605,4927,670,1344,221,15,58,129,633,124,52,507,1112,118,37,-42,-31.47,-50.22,11.8,-3.79,395000
2017,KT,이대형,CF,좌투,좌타,4,재자격,A,2016,33,143,654,600,89,192,14,3,2,1,42,37,20,44,90,6,1,-15.92,-1.73,-17.64,0.76,-1.41,30000,고졸,,,,10,144,5620,4963,672,1369,214,11,48,116,639,96,46,499,933,130,45,-54.62,-74.39,-63.91,6.52,-4.84,492000
2018,KT,이대형,CF,좌투,좌타,4,재자격,A,2017,34,100,366,337,51,90,8,3,0,0,24,23,4,24,54,8,1,-5.76,-2.51,-8.26,-0.68,-0.53,30000,고졸,잔류,2,4,10,144,5485,4937,655,1360,274,17,66,119,625,86,51,374,1017,118,45,-43.57,-32.55,-49.97,8.66,-4,494600
2019,KT,이대형,CF,좌투,좌타,,FA 1년차,,2018,35,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,9,144,5605,5026,757,1382,264,13,46,206,721,80,57,464,1109,103,26,-2.41,-7.35,-12.03,16.22,-0.35,607700
2018,롯데,이대호,1B,우투,우타,4,재자격,B,2017,35,142,608,540,73,173,13,0,15,34,111,1,1,50,84,22,3,2.36,-12.63,-10.28,3.02,0.22,250000,고졸,,,,3,144,5671,4994,743,1425,250,17,112,151,697,92,44,457,1018,146,32,16.21,8.53,6.5,17.96,1.67,858600
2019,롯데,이대호,DH,우투,우타,4,재자격,B,2018,36,144,604,543,81,181,30,0,14,37,125,0,1,43,75,18,4,-0.01,-13.08,-13.09,3.74,0,250000,고졸,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2020,롯데,이대호,DH,우투,우타,4,재자격,B,2019,37,135,549,485,48,138,23,1,10,16,88,0,0,47,65,19,7,-0.43,-12.7,-13.13,1.52,-0.04,250000,고졸,,,,10,144,5488,4919,578,1231,214,22,65,90,545,65,31,429,1085,108,40,-30.52,-29.69,-41.29,7.45,-3.14,1058600
2021,롯데,이대호,DH,우투,우타,4,재자격,B,2020,38,144,611,542,67,158,27,0,5,20,110,1,0,53,68,21,11,3.08,-13.67,-10.59,1.06,0.29,250000,고졸,잔류,4,25,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,롯데,이대호,DH,우투,우타,,FA 1년차,,2021,39,114,465,420,39,120,11,0,5,19,81,0,0,34,50,12,6,-2.5,-10.72,-13.22,0.94,-0.25,80000,,,,,8,144,5726,5009,727,1393,266,10,54,107,697,60,31,579,969,114,46,-24.26,-13.58,-33.77,22.75,-3.11,481800
2020,KIA,이명기,RF,좌투,좌타,9,신규,C,2019,32,139,547,484,62,142,17,3,4,2,36,14,4,48,66,12,4,13.42,-4.51,8.91,1.74,0.69,22000,35세 이상,,,,7,144,5505,4874,605,1286,248,19,58,76,567,87,42,497,919,108,45,-34.68,-26.69,-42.45,17.58,-3.89,728800
2021,NC,이명기,LF,좌투,좌타,9,신규,C,2020,33,136,540,477,82,146,18,3,4,2,45,12,7,50,78,6,4,-0.75,-5.92,-6.67,1.54,-0.07,24000,35세 이상,,,,1,144,5833,5102,888,1483,258,28,104,187,845,101,38,529,997,106,51,9.88,13.19,2.77,32.11,1.24,741800
2022,NC,이명기,LF,좌투,좌타,9,신규,C,2021,34,56,232,191,30,56,12,0,1,2,14,6,3,37,27,2,0,-4.85,-2.5,-7.36,1.44,-0.48,27000,35세 이상,,,,7,144,5532,4808,702,1254,203,17,111,170,670,101,46,511,1093,94,43,-14.94,3.78,-23.57,22.15,-0.97,838500
2023,NC,이명기,LF,좌투,좌타,9,신규,C,2022,35,94,341,300,36,78,13,2,3,0,23,5,4,30,56,8,2,-6,-3.82,-9.83,0.24,-0.62,17500,35세 이상,이적,1,1,6,144,5585,4899,646,1260,230,15,88,105,613,100,39,501,981,112,47,-7,-6.71,-14.51,19.94,-0.72,823200
2024,한화,이명기,DH,좌투,좌타,,FA 1년차,,2023,36,14,42,40,2,7,1,0,0,0,5,1,0,2,9,0,0,0.21,-0.82,-0.6,-0.39,0.02,5000,,,,,9,144,5628,4906,604,1184,211,12,88,100,568,67,22,535,1162,103,40,2.35,2.67,-6.47,12.72,0.24,667000
2013,KIA,이범호,3B,우투,우타,4,재자격,A,2012,31,42,171,140,13,41,7,0,1,2,19,1,0,27,23,3,3,0.46,-0.36,0.09,1.64,0.01,49500,고졸,,,,5,133,5131,4348,553,1112,197,19,60,54,518,132,51,544,790,100,47,10.53,-0.12,3.09,24.75,0.09,263000
2014,KIA,이범호,3B,우투,우타,4,재자격,A,2013,32,122,516,436,56,108,17,0,9,24,73,0,2,62,79,18,5,-1.79,-1.89,-3.69,2.96,-0.67,43500,고졸,,,,8,128,5051,4318,587,1125,195,13,75,88,545,141,47,537,864,110,42,-87.18,-1.3,-88.48,20.98,-8.2,343600
2015,KIA,이범호,3B,우투,우타,4,재자격,A,2014,33,105,406,350,47,94,23,0,11,19,82,2,2,41,89,9,4,-1.44,-1.21,-2.65,1.58,-0.13,45000,고졸,,,,8,128,5023,4443,662,1279,246,27,62,121,631,121,63,416,870,95,35,-26.55,-9.84,-37.32,13.86,-2.36,424500
2016,KIA,이범호,3B,우투,우타,4,재자격,A,2015,34,138,514,437,60,118,25,0,16,28,79,3,4,57,91,16,4,-3.08,-0.76,-3.84,3.21,-0.29,40000,고졸,잔류,4,36,7,144,5454,4777,648,1197,223,22,101,136,602,115,50,454,1126,105,43,-13.96,-24.5,-24.34,6.15,-1.26,658000
2017,KIA,이범호,3B,우투,우타,,FA 1년차,,2016,35,138,560,484,93,150,23,0,9,33,108,1,1,60,57,15,7,-1.94,-0.48,-2.42,4.24,-0.17,65000,,,,,5,144,5696,4999,803,1429,264,28,87,170,754,101,50,499,997,109,45,-5.49,2.85,-16.24,21.24,-0.49,815200
2011,LG,이병규(9),RF,좌투,좌타,4,재자격,A,2010,36,117,451,404,49,117,14,1,1,9,64,3,4,36,53,11,6,-3.84,-4.93,-8.76,1.68,-0.92,40000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2012,LG,이병규(9),RF,좌투,좌타,4,재자격,A,2011,37,127,519,485,64,164,24,0,2,16,75,2,1,28,47,10,2,-0.38,-4.85,-5.23,5.15,-0.31,40000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,LG,이병규(9),RF,좌투,좌타,4,재자격,A,2012,38,118,455,420,52,126,25,1,2,5,41,5,7,22,58,18,6,-2.85,-5.06,-7.91,2.49,-1.76,60000,고졸,,,,7,133,5180,4539,544,1184,212,18,53,59,512,140,57,458,857,107,50,-34.51,-4.59,-46.48,22.45,-5.68,345400
2014,LG,이병규(9),DH,좌투,좌타,4,재자격,A,2013,39,97,397,370,38,129,18,3,2,5,74,2,2,22,40,10,3,-3.38,-6.84,-10.22,3.16,-1.1,60000,고졸,잔류,3,25.5,3,128,4930,4287,615,1209,193,38,59,59,574,139,71,451,806,80,42,-14.07,2.68,-11.39,22.22,0.07,399500
2015,LG,이병규(9),DH,좌투,좌타,,FA 1년차,,2014,40,62,207,195,23,49,6,0,2,2,25,1,1,8,21,5,0,1.26,-3.41,-2.14,-0.97,0.11,80000,,,,,4,128,5070,4349,668,1214,213,22,63,90,622,105,64,524,817,112,57,10.35,-11.98,0.93,13.69,0.92,502800
2012,두산,이성열,DH,우투,좌타,9,신규,A,2011,27,83,246,221,23,56,7,1,9,7,28,4,6,16,76,2,0,-0.22,-2,-2.22,0.46,-0.02,,고졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2013,넥센,이성열,DH,우투,좌타,9,신규,A,2012,28,104,298,265,24,58,12,0,6,7,35,5,6,25,85,6,1,4.12,-3.32,0.8,0.38,-0.26,,고졸,,,,6,133,5021,4338,549,1056,189,28,72,102,509,179,72,476,892,79,43,48.92,-8.84,32.92,20.77,5.06,255800
2014,넥센,이성열,DH,우투,좌타,9,신규,A,2013,29,92,329,284,42,67,12,0,17,18,48,1,2,23,115,2,2,-3,-5.92,-8.92,1.89,-0.61,,고졸,,,,4,128,5016,4295,646,1167,209,11,98,125,607,131,65,505,912,94,42,-8.74,-3.37,-12.11,24.92,0,235500
2015,넥센,이성열,DH,우투,좌타,9,신규,A,2014,30,96,291,256,46,66,10,0,9,14,39,2,3,24,80,0,1,-1.2,-5.02,-6.22,0.64,-0.11,,고졸,잔류,2,5,2,128,5163,4434,841,1323,275,31,101,199,786,100,44,523,849,100,40,13.97,24.65,6.97,27.85,1.24,367900
2016,한화,이성열,DH,우투,좌타,,,,2015,31,101,268,232,35,58,10,2,9,9,36,1,1,20,87,5,2,-0.95,-2.72,-3.67,0.37,-0.09,25000,,트레이드,,,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
2017,한화,이성열,DH,우투,좌타,4,재자격,A,2016,32,86,219,198,29,57,7,3,8,10,29,0,0,11,62,3,0,3.01,-2.06,0.95,0.84,0.27,11000,고졸,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2018,한화,이성열,DH,우투,좌타,4,재자격,A,2017,33,81,318,280,41,86,16,1,9,21,65,3,0,19,80,0,5,-3.51,-3.4,-6.91,2.28,-0.32,25000,고졸,,,,8,144,5665,5030,737,1445,261,16,94,150,684,64,44,416,974,112,38,7.63,0.63,-0.35,19.39,0.85,1083900
2019,한화,이성열,DH,우투,좌타,4,재자격,A,2018,34,131,528,485,76,143,21,1,5,34,102,9,7,35,143,9,2,-0.45,-10.68,-11.12,2.05,-0.04,23000,고졸,,,,3,144,5539,4972,729,1369,249,14,88,151,668,118,64,420,1098,113,28,24.57,11.38,15.86,12.72,2.19,562100
2020,한화,이성열,RF,우투,좌타,4,재자격,A,2019,35,129,476,414,60,106,21,1,9,21,85,8,4,48,114,7,4,-9.31,-7.96,-17.27,2.47,-0.96,25000,고졸,잔류,2,14,9,144,5482,4882,607,1250,223,16,70,88,562,105,51,441,1090,112,45,-21.24,-0.29,-27.17,12.6,-2.18,668000
2021,한화,이성열,RF,우투,좌타,,FA 1년차,,2020,36,79,248,227,23,46,5,0,5,8,34,1,1,16,69,4,0,-1.44,-5.37,-6.82,-1.02,-0.14,50000,,,,,10,144,5483,4862,551,1189,195,12,89,79,523,51,36,462,1163,119,25,-16.48,-9.83,-23.31,2.35,-1.25,516500
2013,삼성,이승엽,1B,좌투,좌타,4,재자격,A,2012,36,126,556,488,84,150,28,2,4,21,85,6,0,59,101,10,4,-2.58,-11.3,-13.88,6.49,-1.52,80000,고졸,,,,1,133,5161,4436,628,1205,200,26,86,89,585,125,48,500,813,91,47,-30.05,-4.67,-42.08,32.31,-3.87,393200
2014,삼성,이승엽,DH,좌투,좌타,4,재자격,A,2013,37,111,483,443,62,112,24,0,2,13,69,3,1,30,94,8,8,-0.45,-10.59,-11.03,1.05,-1.04,80000,고졸,,,,1,128,5042,4370,669,1235,212,17,93,113,624,95,41,453,818,98,41,17.85,-1.74,16.12,28.45,2.03,431300
2015,삼성,이승엽,DH,좌투,좌타,4,재자격,A,2014,38,127,548,506,83,156,30,0,0,32,101,5,1,40,77,10,2,0.89,-13.03,-12.13,2.05,0.08,80000,고졸,,,,1,128,5152,4464,812,1345,238,23,62,161,763,161,46,507,743,88,43,12.63,-4.5,2.92,25.53,1.11,637700
2016,삼성,이승엽,DH,좌투,좌타,4,재자격,A,2015,39,122,522,470,87,156,28,1,6,26,90,2,1,40,71,10,6,0.4,-12.53,-12.13,3.39,0.04,90000,고졸,잔류,2,36,2,144,5803,5019,897,1515,259,25,70,176,850,157,52,581,930,109,57,0.96,5.77,-8.74,32.86,0.08,693600
2017,삼성,이승엽,DH,좌투,좌타,,FA 1년차,,2016,40,142,623,542,91,164,32,2,8,27,118,5,2,65,89,7,8,-0.28,-14.82,-15.09,2.6,-0.02,100000,,,,,9,144,5863,5093,852,1492,249,34,75,142,792,104,50,552,864,119,55,4.26,7.39,-7.13,20.37,0.36,574700
2011,KIA,이용규,CF,좌투,좌타,9,신규,A,2010,25,129,555,472,74,145,19,1,9,3,51,25,12,64,50,10,3,5.11,-1.9,3.21,3.55,0.53,16000,고졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2012,KIA,이용규,CF,좌투,좌타,9,신규,A,2011,26,111,503,421,84,140,16,2,9,3,33,30,6,63,33,5,3,4.12,-0.32,3.8,5.26,1.01,20000,고졸,,,,4,,,,,,,,,,,,,,,,,,,,,,
2013,KIA,이용규,CF,좌투,좌타,9,신규,A,2012,27,125,580,491,86,139,14,2,10,2,37,44,12,66,38,9,3,1.61,-2.1,-0.49,3.85,0.33,30000,고졸,,,,5,133,5131,4348,553,1112,197,19,60,54,518,132,51,544,790,100,47,10.53,-0.12,3.09,24.75,0.09,263000
2014,KIA,이용규,CF,좌투,좌타,9,신규,A,2013,28,100,453,390,74,115,20,1,7,2,22,21,9,44,37,4,2,-0.34,-3.72,-4.06,2.73,-0.22,34000,고졸,이적,4,67,8,128,5051,4318,587,1125,195,13,75,88,545,141,47,537,864,110,42,-87.18,-1.3,-88.48,20.98,-8.2,343600
2015,한화,이용규,CF,좌투,좌타,,FA 1년차,,2014,29,104,418,358,62,103,12,4,5,0,20,12,11,52,46,5,1,0,-9.67,-9.67,-0.02,0,70000,,,,,9,128,5055,4417,619,1251,223,24,56,104,594,70,41,489,839,125,43,-26.72,-37.95,-35.82,11.41,-2.56,592300
2016,한화,이용규,CF,좌투,좌타,-1,자격유지,A,2015,30,124,585,493,94,168,15,7,9,4,42,28,10,68,45,4,4,1.76,-0.71,1.05,3.8,0.16,70000,고졸,,,,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
2017,한화,이용규,CF,좌투,좌타,-1,자격유지,A,2016,31,113,530,452,98,159,20,4,7,3,41,21,11,63,29,7,1,6.33,0,6.33,3.84,0.56,70000,고졸,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2018,한화,이용규,CF,좌투,좌타,-1,자격유지,A,2017,32,57,200,179,31,47,8,1,2,0,12,10,3,17,20,4,1,1.37,0,1.37,0.12,0.13,90000,고졸,,,,8,144,5665,5030,737,1445,261,16,94,150,684,64,44,416,974,112,38,7.63,0.63,-0.35,19.39,0.85,1083900
2019,한화,이용규,CF,좌투,좌타,-1,자격유지,A,2018,33,134,575,491,82,144,14,1,12,1,36,30,11,59,62,8,5,0.47,-0.12,0.35,1.68,0.04,40000,고졸,잔류,3,26,3,144,5539,4972,729,1369,249,14,88,151,668,118,64,420,1098,113,28,24.57,11.38,15.86,12.72,2.19,562100
2020,구단 징계,이용규,,좌투,좌타,,FA 1년차,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,롯데,이우민,LF,우투,좌타,-1,자격유지,A,2013,31,60,251,217,30,55,5,0,8,0,16,5,5,15,47,2,2,5.67,-2.3,3.38,-0.26,0.53,5500,고졸,,,,5,128,4978,4289,556,1118,208,18,71,61,522,133,58,503,862,92,41,17.08,1.43,18.51,15.17,2.53,311900
2015,롯데,이우민,LF,우투,좌타,-1,자격유지,A,2014,32,44,103,80,14,18,0,0,2,0,10,0,3,14,22,1,1,2.37,-0.33,2.04,-0.2,0.21,6000,고졸,,,,7,128,5194,4487,716,1288,252,26,70,121,685,63,41,534,964,95,41,1.14,15.71,-6.57,16.88,0.1,510600
2016,롯데,이우민,LF,우투,좌타,-1,자격유지,A,2015,33,75,174,141,18,32,4,0,6,4,18,2,0,10,43,2,0,4.64,-0.05,4.59,-0.08,0.43,6500,고졸,,,,8,144,5680,4972,765,1393,254,19,68,177,727,104,50,532,1186,136,28,22.19,15.39,13.9,18.66,2.33,624400
2017,롯데,이우민,LF,우투,좌타,-1,자격유지,A,2016,34,52,98,83,19,16,5,0,4,1,8,2,2,7,16,3,0,-0.68,-0.14,-0.82,-0.32,-0.06,7000,고졸,,,,8,144,5784,5001,777,1439,252,20,83,127,732,145,64,596,1061,120,41,-7.33,6.21,-16.83,17.82,-0.54,730200
2018,롯데,이우민,LF,우투,좌타,-1,자격유지,A,2017,35,104,215,185,35,47,5,1,10,4,21,2,4,15,38,6,0,-0.86,-1.12,-1.97,0.07,-0.08,6000,고졸,잔류,,,3,144,5671,4994,743,1425,250,17,112,151,697,92,44,457,1018,146,32,16.21,8.53,6.5,17.96,1.67,858600
2019,은퇴,이우민,,우투,좌타,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
